"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval"
"S12000036","Council area","City of Edinburgh",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,13,15.5,10.5
"S12000038","Council area","Renfrewshire",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,16.5,21,12
"S12000039","Council area","West Dunbartonshire",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,17.5,22,13
"S12000040","Council area","West Lothian",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,19,24.5,13.5
"S12000041","Council area","Angus",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,19,25.5,12.5
"S12000042","Council area","Dundee City",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,13,17.5,8.5
"S12000045","Council area","East Dunbartonshire",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,10,15.5,4.5
"S12000047","Council area","Fife",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,17,20.5,13.5
"S12000048","Council area","Perth & Kinross",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,11.5,16.5,6.5
"S12000049","Council area","Glasgow City",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,16.5,19.5,13.5
"S12000050","Council area","North Lanarkshire",2019,"2019 survey year","Percentage","Smoking prevalence, women aged >16 years",NA,20.5,24,17
"S12000005","Council area","Clackmannanshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",NA,NA,NA,NA
"S12000006","Council area","Dumfries & Galloway",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",5600,46.7,47.6,45.8
"S12000008","Council area","East Ayrshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",6700,57.8,58.6,56.9
"S12000010","Council area","East Lothian",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",6800,60.2,61.1,59.3
"S12000011","Council area","East Renfrewshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",6400,56.1,57,55.2
"S12000013","Council area","Na h-Eileanan Siar",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",NA,NA,NA,NA
"S12000014","Council area","Falkirk",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",11900,64.7,65.4,64
"S12000017","Council area","Highland",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",7200,54.1,55,53.3
"S12000018","Council area","Inverclyde",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",4300,58.9,60,57.8
"S12000019","Council area","Midlothian",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",3800,61.3,62.5,60.1
"S12000020","Council area","Moray",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",4500,56.2,57.3,55.2
"S12000021","Council area","North Ayrshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",6400,66,66.9,65
"S12000023","Council area","Orkney Islands",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",NA,NA,NA,NA
"S12000026","Council area","Scottish Borders",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",5200,53.1,54,52.1
"S12000027","Council area","Shetland Islands",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",NA,NA,NA,NA
"S12000028","Council area","South Ayrshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",3600,46.8,47.9,45.6
"S12000029","Council area","South Lanarkshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",23100,71.5,72,71
"S12000030","Council area","Stirling",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",6400,59.8,60.7,58.9
"S12000033","Council area","Aberdeen City",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",13700,50.9,51.5,50.3
"S12000034","Council area","Aberdeenshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",15800,61.2,61.8,60.6
"S12000035","Council area","Argyll & Bute",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",2900,51.8,53.1,50.5
"S12000036","Council area","City of Edinburgh",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",24700,53.5,53.9,53
"S12000038","Council area","Renfrewshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",8700,53.4,54.1,52.6
"S12000039","Council area","West Dunbartonshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",6300,63,63.9,62
"S12000040","Council area","West Lothian",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",11200,65.5,66.2,64.8
"S12000041","Council area","Angus",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",8200,66.1,67,65.3
"S12000042","Council area","Dundee City",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",11200,51.6,52.3,51
"S12000045","Council area","East Dunbartonshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",5200,55.3,56.3,54.3
"S12000047","Council area","Fife",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",22900,60.1,60.6,59.6
"S12000048","Council area","Perth & Kinross",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",7200,51.4,52.3,50.6
"S12000049","Council area","Glasgow City",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",48400,56.7,57,56.3
"S12000050","Council area","North Lanarkshire",2022,"2022 calendar year","Percentage","Employment rate for 16-24 year olds",23100,56.9,57.4,56.4
"S12000005","Council area","Clackmannanshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,24.8,30.6,19.1
"S12000006","Council area","Dumfries & Galloway",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,22.2,26.1,18.3
"S12000008","Council area","East Ayrshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,15,18.5,11.5
"S12000010","Council area","East Lothian",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,20.2,25.2,15.2
"S12000011","Council area","East Renfrewshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,8.6,11.9,5.4
"S12000013","Council area","Na h-Eileanan Siar",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,16.7,21.5,11.9
"S12000014","Council area","Falkirk",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,14.6,17.8,11.4
"S12000017","Council area","Highland",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,18.6,22.3,14.8
"S12000018","Council area","Inverclyde",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,18.6,22.5,14.7
"S12000019","Council area","Midlothian",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,18.2,22.7,13.7
"S12000020","Council area","Moray",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,20.3,25.9,14.8
"S12000021","Council area","North Ayrshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,18.1,22.1,14
"S12000023","Council area","Orkney Islands",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,14.2,21.9,6.5
"S12000026","Council area","Scottish Borders",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,18.3,23.4,13.3
"S12000027","Council area","Shetland Islands",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,14.9,20.2,9.7
"S12000028","Council area","South Ayrshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,16.5,21.2,11.9
"S12000029","Council area","South Lanarkshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,17.6,20.2,14.9
"S12000030","Council area","Stirling",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,13.1,17.2,9
"S12000033","Council area","Aberdeen City",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,16,19.1,12.9
"S12000034","Council area","Aberdeenshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,15.2,18.1,12.3
"S12000035","Council area","Argyll & Bute",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,14.5,17.8,11.1
"S12000036","Council area","City of Edinburgh",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,15.3,17.2,13.4
"S12000038","Council area","Renfrewshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,18.5,22.1,14.8
"S12000039","Council area","West Dunbartonshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,19,22.8,15.2
"S12000040","Council area","West Lothian",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,19.7,24.2,15.3
"S12000041","Council area","Angus",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,19.6,24.3,14.9
"S12000042","Council area","Dundee City",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,14.5,17.7,11.2
"S12000045","Council area","East Dunbartonshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,8.6,12.1,5.2
"S12000047","Council area","Fife",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,19,21.8,16.2
"S12000048","Council area","Perth & Kinross",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,13.9,18,9.8
"S12000049","Council area","Glasgow City",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,20.5,22.7,18.3
"S12000050","Council area","North Lanarkshire",2019,"2019 survey year","Percentage","Smoking prevalence, aged >16 years",NA,20.1,23,17.1
"S12000005","Council area","Clackmannanshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",755,146.5,157.3,136.2
"S12000006","Council area","Dumfries & Galloway",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1544,103.8,109.1,98.7
"S12000008","Council area","East Ayrshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1574,129,135.5,122.7
"S12000010","Council area","East Lothian",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1209,110.3,116.7,104.2
"S12000011","Council area","East Renfrewshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",593,61.4,66.5,56.6
"S12000013","Council area","Na h-Eileanan Siar",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",177,66.4,77,57
"S12000014","Council area","Falkirk",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",2293,142.7,148.7,136.9
"S12000017","Council area","Highland",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",2401,100.9,105,96.9
"S12000018","Council area","Inverclyde",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",834,108.7,116.4,101.5
"S12000019","Council area","Midlothian",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1158,122.3,129.6,115.4
"S12000020","Council area","Moray",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",881,91.4,97.6,85.4
"S12000021","Council area","North Ayrshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1686,125.6,131.8,119.7
"S12000023","Council area","Orkney Islands",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",91,40.4,49.6,32.5
"S12000026","Council area","Scottish Borders",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1327,114.4,120.7,108.3
"S12000027","Council area","Shetland Islands",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",115,50.1,60.2,41.4
"S12000028","Council area","South Ayrshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1242,110.4,116.8,104.4
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",3820,118.4,122.2,114.7
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",939,100.5,107.1,94.1
"S12000033","Council area","Aberdeen City",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",2579,113.4,117.9,109.1
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1659,63.2,66.3,60.2
"S12000035","Council area","Argyll & Bute",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",774,89.8,96.3,83.6
"S12000036","Council area","City of Edinburgh",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",5822,110.6,113.5,107.8
"S12000038","Council area","Renfrewshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",2070,115,120.1,110.1
"S12000039","Council area","West Dunbartonshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1417,161.4,170,153.1
"S12000040","Council area","West Lothian",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",2584,139.2,144.7,133.9
"S12000041","Council area","Angus",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1237,106.5,112.6,100.7
"S12000042","Council area","Dundee City",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",2547,172.4,179.2,165.8
"S12000045","Council area","East Dunbartonshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",643,59,63.8,54.6
"S12000047","Council area","Fife",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",5377,143.5,147.4,139.7
"S12000048","Council area","Perth & Kinross",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",1371,89.1,94,84.5
"S12000049","Council area","Glasgow City",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",9314,146.6,149.7,143.7
"S12000050","Council area","North Lanarkshire",2021,"2021/22 financial year","Crude rate per 10,000 population","Domestic abuse",4774,139.8,143.9,135.9
"S12000005","Council area","Clackmannanshire",2020,"2020/21 financial year","Crude rate per 10,000","Violent crime",139,27.1,32,22.8
"S12000006","Council area","Dumfries & Galloway",2020,"2020/21 financial year","Crude rate per 10,000","Violent crime",191,12.9,14.8,11.1
"S12000008","Council area","East Ayrshire",2020,"2020/21 financial year","Crude rate per 10,000","Violent crime",164,13.5,15.7,11.5
"S12000010","Council area","East Lothian",2020,"2020/21 financial year","Crude rate per 10,000","Violent crime",101,9.4,11.4,7.6
"S12000011","Council area","East Renfrewshire",2020,"2020/21 financial year","Crude rate per 10,000","Violent crime",76,7.9,9.9,6.2
"S12000013","Council area","Na h-Eileanan Siar",2020,"2020/21 financial year","Crude rate per 10,000","Violent crime",17,6.4,10.3,3.7
"S12000014","Council area","Falkirk",2020,"2020/21 financial year","Crude rate per 10,000","Violent crime",267,16.6,18.8,14.7
